id;name;salary;keyskills;area;employer;employementtime
79422112;Senior Backend Python Developer (MTS AI);170000.0;('asyncio', 'ci', 'c', 'async');Москва;МТС;full
71226025;Middle/Senior Python Developer (Platform Virtualization);170000.0;('работать');Москва;Cloud;full
79461951;Data analyst;170000.0;();Москва;Telecom Биржа;full
80372513;Инженер-программист на Python (Backend developer);170000.0;('go', 'r', 'c', 'ии', 'framework');Москва;Alphaopen;full
80283619;Разработчик Fullstack (Django-Vue) на удалёнке;110000.0;('go');Москва;Разум Технологии;full
78489113;Backend Developer (Python, Cloud);110000.0;('r', 'c', 'боты');Москва;EdgeЦентр;full
80357018;Senior Python Developer;110000.0;();Москва;СБЕР;full
80363184;Software Development Engineer in Test (SDET) [Python, Linux];110000.0;('r', 'wireshark', 'c', 'технолог', 'ии', 'ar');Москва;Лаборатория Касперского;full
71902627;Middle Python Developer в команду Data Catalog, платформа ML Space;110000.0;('r', 'c', 'работать', 'боты');Москва;Cloud;full
80432719;Senior Data Scientist;110000.0;('python', 'pandas', 'numpy', 'r', 'c', 'sklearn', 'ts', 'ии', 'ar');Москва;Ростелеком;full
79811721;Data Scientist;110000.0;('pandas', 'tensorflow', 'r', 'библиотеки', 'c', 'sklearn', 'boost', 'xgboost', 'ar');Москва;Детский Мир;full
80282114;Аналитик данных / Data Analyst (Junior);70000.0;();Москва;Щербин Алексей Сергеевич;full
79267194;Data engineer/ML engineer;70000.0;();Москва;Ртк-Элемент;full
80306092;Python-разработчик;70000.0;('git', 'rest', 'api', 'rest api', 'nginx', 'r', 'it', 'c', 'apache', 'wsgi', 'apache2', 'api,', 'боты');Москва;Hi, Rockits!;full
80459123;Backend developer;70000.0;('c', 'ии');Москва;ЛогистРесурс;full
79520580;Администратор баз данных PostgreSQL;70000.0;('боты');Москва;ЮMoney;full
80371248;Data Scientist;70000.0;('c');Москва;МТС Банк;full
80440178;ML-разработчик;70000.0;('pandas', 'numpy', 'r', 'sklearn', 'ии', 'ar');Москва;ЛАНИТ;full
79478340;Data Engineer;70000.0;('r', 'ar', 'боты');Москва;СБЕР;full
79297716;QA Python [EP Product Ordering];70000.0;();Москва;МТС;full
80374286;Data Analyst;70000.0;('it', 'работать');Москва;Лига Цифровой Экономики;full
71226010;Middle Python backend developer (ML Space AI Cloud);70000.0;('r', 'c', 'работать', 'боты');Москва;Cloud;full
80300968;Python / Ruby Developer (CFR);70000.0;('ux', 'боты');Москва;Лаборатория Касперского;full
78121640;Data Scientist;70000.0;('python', 'bash', 'pandas', 'numpy', 'matplotlib');Москва;Центр 2М;full
80283702;Python developer;70000.0;('боты');Москва;Технологии Доверия;full
80272295;Python разработчик;70000.0;('r', 'c', 'ar');Москва;Outlines Technologies;project
78042103;Senior Data Scientist, Анализ текста (DS/NLP);70000.0;();Москва;WILDBERRIES;full
76736738;QA Engineer (Python);70000.0;('r', 'c', 'ии');Москва;РАСЧЕТНЫЕ РЕШЕНИЯ;full
79780601;Программист Python;70000.0;('r', 'it', 'c', 'ux');Москва;К-ТЕХНОЛОГИИ;full
79825535;Python разработчик (Django);70000.0;('go', 'r', 'it', 'боты');Москва;ГРЧЦ, ФГУП;full
79156243;Разработчик python (middle+/senior);70000.0;('боты');Москва;Газпром нефть;full
78253085;Data Scientist (Северсталь Диджитал);70000.0;('ии', 'боты');Москва;Северсталь;full
80305516;Middle Python Developer;70000.0;('r', 'it', 'библиотеки', 'c', 'боты');Москва;Бристоль, сеть магазинов;full
80306093;ML engineer (системный инженер);70000.0;('r', 'c', 'боты');Москва;СберМаркетинг;full
80301039;ML-engineer / ML engineer;70000.0;('pandas', 'numpy', 'ci', 'r', 'it', 'c', 'scipy', 'matplotlib', 'ar', 'боты');Москва;ИВ РОШЕ;full
79827948;Автор курса «Мидл python-разработчик»;70000.0;('python', 'боты');Москва;Яндекс Практикум;part
78856526;Team Lead Python (Департамент Информационной безопасности);70000.0;('r', 'боты');Москва;Московский Кредитный Банк;full
80262762;Python/Golang разработчик (Middle+);70000.0;();Москва;СОГАЗ;full
80222636;Инженер по автоматизированному тестированию (Python, удаленка);70000.0;('боты');Москва;IBS;full
80237060;Разработчик Python (NLP);70000.0;('библиотеки', 'технолог');Москва;AWATERA;full
80282929;Python-разработчик в команду разработки корпоративного портала и автоматизации бэкофиса;70000.0;();Москва;СберМаркет;full
80286149;QA Automation engineer (Python);70000.0;('pytest', 'c', 'боты');Москва;IBS;full
77601657;Инженер-разработчик Python;70000.0;('python', 'go', 'боты');Москва;Максмарт;full
69986728;NLP - Разработчик;70000.0;('it', 'ux', 'shell', 'ии');Москва;СБЕР;full
80081951;Инженер по автоматизированному тестированию (Python);70000.0;('боты');Москва;МТС;full
80245628;QA Automation (Python);70000.0;('web', 'r', 'it', 'библиотеки', 'framework');Москва;Okko;full
80235013;Python developer;70000.0;('r', 'ar');Москва;YADRO;full
78198025;Python разработчик;70000.0;();Москва;РБК;full
77958176;Backend разработчик (Python);70000.0;('go', 'c', 'back-end');Москва;INSITECH Development;full
79311881;Python-разработчик;70000.0;('kafka', 'airflow', 'jira', 'openshift', 'confluence', 'r', 'it', 'c', 'ai', 'nexus', 's3', 'боты');Москва;СБЕР;full
80289920;Lead python developer;70000.0;('r', 'c', 'боты');Москва;СБЕР;full
79828830;Автор курса «Python-разработчик»;70000.0;('python', 'боты');Москва;Яндекс Практикум;part
54492842;Python Team Lead / Руководитель backend разработки;70000.0;('r', 'боты');Москва;SUNLIGHT/САНЛАЙТ;full
79151588;Software Development Engineer in Test (Python);70000.0;('it');Москва;Лаборатория Касперского;full
80303423;Data analyst (Middle);70000.0;('статистический анализ', 'работать');Москва;МегаФон;full
79316313;Python-разработчик ВИСТ Групп;70000.0;('pytest', 'r', 'it');Москва;ЦИФРА;full
80287185;Data scientist (разработка портфельных моделей);70000.0;('ии', 'боты');Москва;Газпромбанк;full
80259445;Ведущий разработчик Python;70000.0;('python', 'go', 'r', 'postgres');Москва;1С;full
80261471;Python QA Automation Engineer;70000.0;('c', 'ии');Москва;Иннотех, Группа компаний;full
80237770;Data scientist (NLP);70000.0;('библиотеки', 'технолог');Москва;AWATERA;full
77612817;Middle fullstack разработчик (Python/JS);70000.0;('go', 'ии', 'боты');Москва;ФГУП НПП Гамма;full
80265325;Data Analyst/Data engineer;70000.0;('numpy', 'ci', 'r', 'c', 'scipy', 'multiprocessing', 'ии');Москва;СБЕР;full
77085204;Разработчик (backend Python) middle/senior;70000.0;('python');Москва;Моринтех;full
80252605;Python Senior Developer (SberData);70000.0;('go', 'r', 'c', 'ad');Москва;СБЕР;full
72875551;Автотестировщик (Python) Middle/Senior;70000.0;('боты');Москва;Сервисный центр Транстелематика;full
79289086;Machine Learning Engineer (Рекламная платформа);70000.0;('pandas', 'numpy', 'r', 'sklearn', 'ar');Москва;СБЕР;full
80252006;Программист-разработчик SQL/VBA;70000.0;('боты');Москва;Оптимакрос;full
76961537;Senior Python-разработчик в Цифровые поверхности Салют (Layer);70000.0;('ии');Москва;СБЕР;full
80238834;QA Auto specialist (Python);70000.0;('backend', 'c');Москва;СБЕР;full
77237581;Руководитель отдела разработки (backend/python);70000.0;('ии', 'боты');Москва;К-ТЕХНОЛОГИИ;full
75665602;Lead QA (Python);70000.0;();Москва;ФИНАМ;full
79324585;Python-разработчик в команду Compute;70000.0;('r', 'ux', 'боты');Москва;Selectel;full
79748204;Data Scientist (ChatGPT);70000.0;('r', 'c');Москва;ЦУМ, ТД;full
79087991;Ведущий программист Linux С/Python;70000.0;('ии');Москва;Ред Софт;full
80250002;Аналитик Data Science;70000.0;();Москва;Simple;full
80244477;Middle / Senior Python Developer;70000.0;('python', 'c', 'разработчик', 'инженер');Москва;Группа компаний С7;full
77316163;Data Scientist (DMAG);70000.0;('python');Москва;Лаборатория Касперского;full
80236251;QA automation engineer (Python);70000.0;();Москва;YADRO;full
77551628;Senior Python developer (MTS AI);70000.0;('go', 'боты');Москва;МТС;full
54829296;Data scientist (Персонализация);70000.0;('библиотеки', 'боты');Москва;Спортмастер;full
80232010;Data Scientist;70000.0;();Москва;РОСБАНК;full
80257484;Team Lead Python Engineer в инфраструктуру поиска;70000.0;();Москва;СБЕР;full
79593335;Senior Python/Go разработчик (PT Blackbox);70000.0;('asyncio', 'ci', 'c', 'async', 'боты');Москва;Positive Technologies;full
80257424;ML Engineer;70000.0;('нейронные сети', 'ии', 'боты');Москва;СБЕР;full
75729157;Ведущий фулстек разработчик / Senior fullstack developer (Python);70000.0;('python');Москва;Моринтех;full
79171944;Аналитик данных \ Data analyst;70000.0;('ии');Москва;START.RU;full
78196594;Разработчик Python в сервис CloudQuota (middle, senior);70000.0;('боты');Москва;СБЕР;full
79121680;Специалист по интеллектуальному анализу данных;70000.0;('sql', 'алгоритмы');Москва;Альфа-Банк;full
80227848;Python Senior Full-stack Developer;70000.0;('go', 'r', 'ar', 'боты');Москва;КВАРТА ВК;full
77613746;Senior fullstack разработчик (Python/JS);70000.0;('ии', 'боты');Москва;ФГУП НПП Гамма;full
80232821;Data Analyst Спорт + Антифрод;70000.0;('боты');Москва;PARI;full
77321364;Python Senior Full-stack Developer;70000.0;();Москва;Playrix;full
79167262;Python-разработчик (команда IaaS сервисы в VK Cloud);70000.0;('ии');Москва;VK;full
80231412;Data Analyst CRM;70000.0;('боты');Москва;PARI;full
79111005;Data Engineer;70000.0;('pandas', 'pytest', 'r', 'it', 'c', 'pytest,', 'ar');Москва;ГК АСНА;full
80163322;Data-engineer / Дата-инженер;150000.0;('высшее образование', 'инженер', 'боты');Москва;PSR Limited liability company;full
80220138;Backend developer Python (middle/senior);150000.0;('python', 'r', 'it', 'c', 'ux', 'ии', 'боты');Москва;Ростелеком - Центры обработки данных;full
80253760;Python (Django) developer (middle+ remote work);150000.0;('go', 'боты');Москва;Новео;full
80198393;Middle - Senior Python developer (remote);1000.0;('r', 'it', 'c', 'ad');Москва;LATOKEN;full
79267342;Data Scientist (команда поиска и рекомендаций по RuStore);1000.0;('python', 'ии');Москва;VK;full
76774389;Рython developer;1000.0;();Москва;Р-Фарм;full
76775596;Middle Data / ML Engineer (Автокоммуникации);1000.0;('работать', 'структуры данных', 'ии');Москва;Спортмастер;full
77425208;Data scientist (Управление скоринга и Биг Дата);1000.0;('ии', 'боты');Москва;Банк Хоум Кредит;full
76756653;MIddle/Senior Python Backend Developer (Вывод продуктов);1000.0;('r', 'c', 'работать', 'боты');Москва;Cloud;full
78976610;Data Scientist;1000.0;();Москва;Employcity;full
80166246;QA Automation Engineer (python);110000.0;('python');Москва;Staffwell;full
77767767;Data Engineer;110000.0;();Москва;Мосинжпроект;full
79502268;Разработчик Python (продукт RU DATA);110000.0;('it', 'ux', 'боты');Москва;Интерфакс;full
79795924;Разработчик нейронных сетей (Senior Computer Vision Engineer);110000.0;('git', 'linux', 'tensorflow', 'r', 'it', 'c', 'ux', 'боты');Москва;ВойсЛинк;full
80155651;Data Analyst (Удаленно);120000.0;('r', 'c', 'разработка', 'боты');Москва;CREDIX;full
77813472;Ведущий разработчик Computer vision (Python);120000.0;('numpy', 'ci', 'r', 'it', 'c', 'scikit-learn', 'разработчик', 'ar', 'боты');Москва;Трубная Металлургическая Компания;full
78286528;Python-разработчик;120000.0;('c', 'работать');Москва;RU-CENTER Group;full
80151100;SDET Python (Network Traffic Analyzer);120000.0;('ии');Москва;Лаборатория Касперского;full
80166712;Разработчик Python (c Jupyter Hub\lab);120000.0;('spark', 'r', 'pyspark', 'spa', 'ar', 'боты');Москва;Иннотех, Группа компаний;full
76544211;Python developer (Middle+);120000.0;('go', 'боты');Москва;Teachbase;full
80164051;Senior Python developer (удаленно);120000.0;('pandas', 'r', 'boto3');Москва;Wanted;full
80122527;Python-разработчик;120000.0;('go', 'web', 'c');Москва;СБЕР;full
80120748;Старший специалист по тестированию Python, Маркетплейс, Инструменты поддержки;120000.0;('боты');Москва;Ozon;full
80142960;Ведущий разработчик Python;120000.0;('asyncio', 'aiohttp', 'http', 'ci', 'iohttp', 'c', 'ai', 'async', 'ux', 'боты');Москва;ИнфоТеКС;full
80053432;Python разработчик (проект Лаборатория измерительных систем);120000.0;();Москва;Северсталь;full
80154298;Pyhton developer (Middle);120000.0;('python', 'ux');Москва;Уральская горно-металлургическая компания;full
80101758;TeamLead Python;120000.0;('go', 'r', 'c', 'технолог', 'боты');Москва;Витте Консалтинг;full
80159039;Team Leader Python / ML;120000.0;('боты');Москва;Профи (profi.ru);full
79316560;Программист VBA и SQL;100000.0;('c', 'боты');Москва;Торговый Дом Морозова;full
80164795;Senior Python Developer;100000.0;('ии', 'боты');Москва;СБЕР;full
80054131;Разработчик Python (Django);100000.0;('go', 'orm', 'r', 'технолог', 'боты');Москва;Электронная торговая площадка Газпромбанка;full
80060877;Auto QA (Python) специалист;100000.0;('ux', 'ии');Москва;Ростелеком - Центры обработки данных;full
80092540;Teamlead Python;100000.0;('r', 'c', 'боты');Москва;Электронная торговая площадка Газпромбанка;full
78421936;Главный разработчик Python;100000.0;('паттерны проектирования');Москва;Ай-Теко (I-Teco);full
80104096;Data scientist/ML-инженер;100000.0;('pandas', 'numpy', 'ci', 'r', 'it', 'c', 'scikit-learn', 'boost', 'xgboost', 'ar');Москва;Rambler&Co;full
79120520;Tech Lead Python;100000.0;('боты');Москва;СБЕР;full
80022830;Middle Python Developer;100000.0;();Москва;МегаФон;full
80095904;QA Automation engineer (Python);100000.0;('ии');Москва;Integraaal;full
80038598;Python-разработчик;100000.0;('python', 'go', 'боты');Москва;Rambler&Co;full
80089285;Data scientist;100000.0;('r', 'c', 'ии', 'ar');Москва;СК Сбербанк страхование жизни;full
80160628;Data Scientist (Геоаналитика);100000.0;('pandas', 'numpy', 'r', 'sklearn', 'ar');Москва;СБЕР;full
79304757;Data Scientist;100000.0;('git', 'gitlab', 'it', 'библиотеки', 'c', 'ad', 'боты');Москва;INSITECH Development;project
77557350;Аналитик данных/Middle Data scientist (Computer Vision);100000.0;();Москва;Северсталь;full
80116672;Middle QA Automation Engineer (Python);100000.0;('боты');Москва;Почта Банк;full
79982126;Python Developer;100000.0;('боты');Москва;Capital Group;full
75888105;Python-разработчик в Цифровые поверхности Салют (Сценарная разработка);100000.0;();Москва;СБЕР;full
43558725;Разработчик Python(RuPost);100000.0;('web', 'боты');Москва;Группа компаний Астра;full
80101664;QA Engineer Automation (Python);100000.0;('ии', 'боты');Москва;USETECH;full
78836146;Middle Backend Python программист;100000.0;();Москва;Lexicom;full
72052201;Разработчик Python;100000.0;('паттерны проектирования');Москва;QIWI;full
80070546;Pyth‎on Developer;100000.0;();Москва;Циан;full
80045048;Инженер-программист;100000.0;('высшее образование', 'ux', 'ии');Москва;Русьтелетех;full
79736463;Автотестировщик на Python;100000.0;('devops', 'oop', 'ad', 'боты');Москва;Иннотех, Группа компаний;full
80022843;Эксперт разработки тестовых заданий (Python-разработчик);100000.0;('go', 'r', 'разработчик', 'dl', 'senior', 'боты');Москва;Skillhouse;project
79736343;Python разработчик (с NodeJS/Go);100000.0;('боты');Москва;Иннотех, Группа компаний;full
80105097;Python Developer (Data Office);100000.0;('go');Москва;VK;full
80090758;Data Engineer;100000.0;('r', 'c', 'боты');Москва;БиАйЭй-Технолоджиз;full
80143319;Middle Python to crypto market making (BitMaker);100000.0;('asyncio', 'ci', 'c', 'async');Москва;Lenkep recruitment;full
75553007;Разработчик Python;100000.0;('r', 'c');Москва;Иннотех, Группа компаний;full
80088766;Data Scientist (NLP);100000.0;('orm', 'r', 'боты');Москва;БиАйЭй-Технолоджиз;full
80046784;Администратор Linux/разработчик Ansible;100000.0;('разработчик', 'ux', 'ии');Москва;Сервионика;full
80071348;Python-разработчик senior;100000.0;('боты');Москва;Лига Цифровой Экономики;full
79009024;Senior Python разработчик в SberDevices;100000.0;();Москва;СБЕР;full
78675069;Data аналитик;100000.0;();Москва;Литрес;full
79995812;Python Developer;100000.0;();Москва;Гринатом;full
79012951;Аналитик данных SQL/Python;100000.0;('r', 'c', 'боты');Москва;Tele2;full
79028437;Data Scientist;100000.0;('r', 'c', 'boost', 'xgboost', 'lightgbm');Москва;СИНЕРГИЯ;full
80107495;QA Automation Engineer (python);100000.0;('ии', 'боты');Москва;USETECH;full
80101872;Data Science (Устройства самообслуживания);100000.0;('математика', 'боты');Москва;Иннотех, Группа компаний;full
80109830;Data Analyst (DA)/Data Engineer(DE);100000.0;('тестирование', 'работать', 'работать в команде', 'боты');Москва;СБЕР;full
80001614;Python Web Developer;100000.0;('go', 'r', 'боты');Москва;Группа компаний Астра;full
80038456;QA Automation Engineer (Python);100000.0;('ии', 'боты');Москва;USETECH;full
80103028;Data analyst/scientist (senior);100000.0;('oop', 'ad', 'боты');Москва;СБЕР;full
79675185;Data Analyst;100000.0;();Москва;INSITECH Development;project
78959208;Data Scientist (Middle);100000.0;('python', 'pandas', 'numpy', 'r', 'sklearn', 'ar');Москва;Газпромбанк;full
80000778;Специалист по автоматизации тестирования (python);100000.0;('ии');Москва;Ростелеком Информационные Технологии;full
80001527;Data аналитик;100000.0;('pandas', 'numpy', 'ci', 'r', 'it', 'c', 'scikit-learn', 'работать', 'ии', 'ar');Москва;Сравни;full
80096535;Senior Data Scientist;100000.0;('git', 'r', 'it', 'c', 'sklearn', 'технолог', 'ar');Москва;Positive Technologies;full
79980218;Python разработчик;100000.0;('c');Москва;СБЕР;full
80006665;Инженер Data Scientist;100000.0;('ci', 'r', 'it', 'c', 'scikit-learn', 'boost', 'xgboost', 'ar', 'боты');Москва;Страховая компания Сбербанк страхование;full
77543281;Senior SDET (Python);100000.0;();Москва;МойОфис;full
79049832;ML Engineer;100000.0;();Москва;Иннотех, Группа компаний;full
76164417;Разработчик отчётности (Python Django/PostgreSQL, Oracle PL/SQL);100000.0;('r', 'разработчик', 'боты');Москва;РСХБ-Интех;full
80071145;Software Python Developer in Tests;100000.0;('ии', 'боты');Москва;Auriga;full
79995365;Математик-программист (Python);100000.0;('python');Москва;ARHITEX;full
76975998;ML разработчика (NLP);100000.0;('библиотеки', 'боты');Москва;Rambler&Co;full
80001181;Senior Python developer;100000.0;('pandas', 'r', 'boto3');Москва;Wanted;full
76849150;Senior Python Developer;100000.0;('r', 'it', 'библиотеки', 'c', 'боты');Москва;Бристоль, сеть магазинов;full
80048254;Senior Python Developer;100000.0;('go', 'web', 'r', 'c', 'ux', 'боты');Москва;BI.ZONE;full
79977398;Инженер по машинному обучению;100000.0;('боты');Москва;Группа компаний Астра;full
80010753;Data scientist (Middle);100000.0;('flask', 'pandas', 'numpy', 'r', 'oop', 'c', 'sklearn', 'boost', 'matplotlib', 'acl', 'xgboost', 'ad', 'ar');Москва;Газпромбанк;full
80044457;Senior Python developer (remote);100000.0;('r', 'боты');Москва;Банк 131;full
79992692;Эксперт Data Science;100000.0;('ci', 'r', 'c', 'acl', 'боты');Москва;МТС Банк;full
79999833;ML Engineer / python-разработчик (Маркетинг AI);100000.0;('нейронные сети', 'ии', 'боты');Москва;СБЕР;full
79968597;Python developer;100000.0;('go', 'r', 'c', 'технолог', 'ии');Москва;СБЕР;full
80034958;QA Engineer/ SDET (Python/С++);100000.0;('желание учиться', 'ux', 'боты');Москва;IBS;full
75700571;Python-разработчик;100000.0;('go', 'r', 'c', 'ad', 'боты');Москва;СБЕР;full
80036293;Data Scientist;100000.0;('fastapi', 'api', 'fastap');Москва;Литрес;full
55441562;ML-engineer;100000.0;('r', 'it', 'c');Москва;СИНЕРГИЯ;full
78275267;Python разработчик (Биометрия);100000.0;();Москва;СБЕР;full
76091264;SDET/Software Development Engineer in Test (Python);100000.0;('ux');Москва;Лаборатория Касперского;full
79984154;Data Scientist;100000.0;('библиотеки');Москва;М.Видео-Эльдорадо;full
80064636;ML Engineer в команду развития суперприложения;100000.0;('c');Москва;VK;full
79985304;Middle Python Developer;100000.0;('боты');Москва;Whoosh (ООО Вуш);full
80008503;Разработчик бортовых алгоритмов;100000.0;('боты');Москва;Бюро 1440;full
79975738;Ведущий разработчик/Team Lead (Go/Python);100000.0;('python', 'golang', 'go', 'swagger', 'r', 'kvm');Москва;Группа компаний Астра;full
78843112;Data Engineer направления разработки витрин данных;100000.0;('r', 'oop', 'c', 'ad', 'ar');Москва;Иннотех, Группа компаний;full
80037974;Machine Learning Engineer;100000.0;('r', 'framework');Москва;ДОМ.РФ;full
78357490;Middle Software Development Engineer in Test (Python);100000.0;('ии', 'боты');Москва;МойОфис;full
79956592;Senior Python разработчик;100000.0;('go', 'r', 'c');Москва;Яндекс;full
79998718;Data engineer/ML engineer;100000.0;('oracle', 'ci', 'r', 'postgres', 'it', 'c', 'cd', 'acl');Москва;ВСК, САО;full
79977161;Senior Python разработчик (PT NAD);100000.0;('go', 'r', 'c');Москва;Positive Technologies;full
79955544;Senior Python-разработчик в GigaChat;100000.0;('ии');Москва;СБЕР;full
73570582;Ведущий Python разработчик;100000.0;('go', 'r');Москва;1С;full
78391638;Senior Python Developer (Беспилотные автомобили);100000.0;();Москва;Яндекс;full
78959227;Инженер по автоматизации тестирования, Python, API, Ozon Bank;100000.0;('r', 'ts', 'ии');Москва;Ozon;full
78821349;Data Engineer в команду Search Quality;100000.0;('r', 'oop', 'c', 'ad', 'ar');Москва;АВИТО ТЕХ;full
77073264;Senior / Lead Python-разработчик;100000.0;('asyncio', 'celery', 'ci', 'selenium', 'r', 'c', 'async', 'боты');Москва;TENCHAT;full
79972230;Data Scientist;100000.0;('spark', 'r', 'spa', 'ar', 'боты');Москва;Datanomica;full
79956586;Team Lead (Python);100000.0;('ux');Москва;Яндекс;full
77734476;MLOps engineer;100000.0;('r', 'c', 'боты');Москва;Tele2;full
78715475;Python developer;100000.0;('r', 'c', 'работать');Москва;WILDBERRIES;full
72312345;Data Engineer;400000.0;('алгоритмы', 'r', 'структуры данных', 'ии', 'ar');Москва;Rubbles;full
70093763;Python developer;400000.0;('web', 'боты');Москва;НПФ ЭВОЛЮЦИЯ;full
79893566;Junior Аналитик Данных в продукт Smart Rollout (Big Data);400000.0;('r', 'ar', 'боты');Москва;МТС;full
79870794;Python разработчик;400000.0;('backend', 'r', 'c');Москва;Бэнкс Софт Системс;full
79870086;Инженер по автоматизации тестирования Python (QA Automation Python);400000.0;('r', 'c', 'ts', 'боты');Москва;IBS;full
79922146;Разработчик инфраструктуры (Python) в Маркет;400000.0;('разработчик', 'ии', 'боты');Москва;Яндекс;full
79913994;Python developer;400000.0;('ux', 'боты');Москва;Неофлекс;full
69533479;Python developer;400000.0;('bash', 'go', 'r', 'ux', 'боты');Москва;НТехЛаб;full
78685287;Middle/Senior Python Developer [Кибербезопасность];400000.0;('it', 'боты');Москва;МТС;full
79904597;Data scientist;400000.0;('r', 'c', 'боты');Москва;Уральская горно-металлургическая компания;full
79888491;Ведущий Python разработчик;400000.0;('go');Москва;Rutube;full
79709122;QA Automation Python & Java [Интернет магазин МТС];400000.0;('web', 'боты');Москва;МТС;full
79782106;Backend developer;250000.0;('fastapi', 'api', 'backend', 'c', 'fastap');Москва;Шляков Артемий;full
79915764;Руководитель группы автотестирования Python/Team lead AQA Python;250000.0;('pytest', 'pytest,', 'ии');Москва;Ростелеком;full
79934386;C++ & Python Developer;250000.0;('rest', 'r', 'it', 'c', 'quant', 'ar');Москва;Transcend Technologies LLC;full
78712356;Senior QA automation (python);250000.0;('r', 'ии', 'framework', 'боты');Москва;Okko;full
78684910;Middle/Senior Python Developer (Django) [Кибербезопасность];250000.0;();Москва;МТС;full
79810300;Python разработчик;250000.0;('sql', 'docker', 'aiohttp', 'docker-compose', 'http', 'r', 'iohttp', 'c', 'ai', 'compose', 'боты');Москва;Самокат (ООО Умное пространство);full
78685697;Middle/Senior Python Developer (Data Engineering) [Кибербезопасность];250000.0;('go', 'r', 'работать', 'боты');Москва;МТС;full
79916684;Программист С++ со знанием Python (Gamedev);250000.0;('ии', 'боты');Москва;Eagle Dynamics;full
79920830;Data engineer (Python Hadoop Spark);250000.0;('python', 'git', 'docker', 'kubernetes', 'spark', 'airflow', 'r', 'it', 'c', 'ai', 'pyspark', 'ds', 'spa', 'ar', 'боты');Москва;X5 Tech;full
78656512;Data Scientist;250000.0;('python', 'pandas', 'numpy', 'ci', 'c', 'plotly', 'scipy', 'matplotlib', 'ии');Москва;Finbridge;full
79936212;Middle Python Developer;250000.0;('it', 'боты');Москва;МАГНИТ, Розничная сеть;full
79936209;Руководитель группы разработки / Team Lead Python;250000.0;('python', 'разработчик');Москва;МАГНИТ, Розничная сеть;full
77404488;Python developer (remote);250000.0;('python');Москва;Анлимитед Продакшен;full
79918630;Middle/Senior Python Developer, Группа цифровых технологий (Digital);250000.0;('go', 'r', 'разработчик', 'боты');Москва;Kept (Кэпт);full
79867915;Вирусный аналитик / Malware Analyst;250000.0;();Москва;ЭНИ.РАН;full
79939505;Data Analyst;250000.0;('аналитика', 'технолог', 'ии');Москва;УРАЛХИМ;full
79727656;Python разработчик;250000.0;('go', 'r');Москва;Альфа-Лизинг;full
79779591;QA инженер (Python);250000.0;('r', 'it', 'c', 'аналитика', 'разработчик', 'боты');Москва;СБЕР;full
79867832;Middle Python разработчик на продукт ILM (DataOps Platform);250000.0;('r', 'боты');Москва;МТС;full
79725475;Аналитик SQL,Python;250000.0;();Москва;Иннотех, Группа компаний;full
53864420;Python-разработчик;250000.0;('sql', 'go', 'http', 'r', 'iohttp');Москва;РАСЧЕТНЫЕ РЕШЕНИЯ;full
70899389;Python-разработчик;250000.0;('python', 'linux', 'bash', 'golang', 'go', 'r', 'ux');Москва;Иви;full
79901594;Senior python разработчик (Проект Персональные данные);250000.0;('fastapi', 'api', 'aiohttp', 'http', 'tornado', 'r', 'iohttp', 'ai', 'fastap', 'ad', 'api,');Москва;ГРЧЦ, ФГУП;full
79841740;Спикер на курс «Data Analyst»;250000.0;('r', 'dash', 'ии', 'боты');Москва;Skillbox;project
78815545;ML-разработчик в группу исследований машинного обучения;250000.0;('алгоритмы', 'алгоритмы и структуры данных', 'структуры данных');Москва;Яндекс;full
78750963;Разработчик ETL(Hadoop/Python/SQL);250000.0;('ии');Москва;Иннотех, Группа компаний;full
79708635;Middle Python developer / Разработчик Python;250000.0;('ии');Москва;Beorg;full
76868710;Middle Python developer;250000.0;('django', 'fastapi', 'asyncio', 'api', 'go', 'ci', 'c', 'async', 'fastap', 'api,');Москва;РТСофт;full
79747518;Junior Дата Аналитик в продукт Фиксированный бизнес B2C (Big Data);250000.0;();Москва;МТС;full
78120333;Data Scientist, Рекомендации и персонализация;250000.0;('r');Москва;Ozon;full
67411146;Data Scientist, Ранжирование поиска;250000.0;('r', 'c');Москва;Ozon;full
78787693;Data Engineer в SberDevices;250000.0;('git', 'linux', 'r', 'it', 'c', 'ux');Москва;СБЕР;full
79846913;Python Team lead;250000.0;('go', 'ии');Москва;Twinby;full
79912029;Middle / Senior QA Automation Engineer (Python);250000.0;('pytest', 'ии', 'боты');Москва;СБЕР;full
78640955;Разработчик Python;250000.0;('разработчик', 'боты');Москва;Первая Грузовая Компания;full
79311788;Data Scientist;250000.0;('боты');Москва;СБЕР;full
79933498;Middle/Senior QA Automation Engineer (Python);250000.0;('ии', 'боты');Москва;Ростелеком-Солар;full
79765237;Python-разработчик инструментов ASR;250000.0;('r', 'боты');Москва;СБЕР;full
78756176;QA Automation Engineer (Python/Robot Framework);250000.0;('r', 'embedded', 'framework');Москва;Auriga;full
79402148;Скоринг-аналитик / Data scientist / Аналитик (скоринг);250000.0;('pandas', 'numpy', 'r', 'sklearn', 'matplotlib', 'высшее образование', 'ar');Москва;Займ-Экспресс;full
79871924;Data analyst;250000.0;('r', 'боты');Москва;ПСБ (Промсвязьбанк);full
79741244;Python-разработчик в команду PIM-системы;250000.0;('go');Москва;СберМаркет;full
